word,word_normalized,length,char_counts
گرگ,گرگ,3,"{""گ"": 2, ""ر"": 1}"
گنگ,گنگ,3,"{""گ"": 2, ""ن"": 1}"
تگرگ,تگرگ,4,"{""ت"": 1, ""گ"": 2, ""ر"": 1}"
گرگان,گرگان,5,"{""گ"": 2, ""ر"": 1, ""ا"": 1, ""ن"": 1}"
دیدار,دیدار,5,"{""د"": 2, ""ی"": 1, ""ا"": 1, ""ر"": 1}"
چنگک,چنگک,4,"{""چ"": 1, ""ن"": 1, ""گ"": 1, ""ک"": 1}"
گورکنحل,گورکنحل,7,"{""گ"": 1, ""و"": 1, ""ر"": 1, ""ک"": 1, ""ن"": 1, ""ح"": 1, ""ل"": 1}"
مشبک,مشبک,4,"{""م"": 1, ""ش"": 1, ""ب"": 1, ""ک"": 1}"
شکلات,شکلات,5,"{""ش"": 1, ""ک"": 1, ""ل"": 1, ""ا"": 1, ""ت"": 1}"
امر,امر,3,"{""ا"": 1, ""م"": 1, ""ر"": 1}"
ثلث,ثلث,3,"{""ث"": 2, ""ل"": 1}"
اثاث,اثاث,4,"{""ا"": 2, ""ث"": 2}"
مثلث,مثلث,4,"{""م"": 1, ""ث"": 2, ""ل"": 1}"
مارال,مارال,5,"{""م"": 1, ""ا"": 2, ""ر"": 1, ""ل"": 1}"
غربی,غربی,4,"{""غ"": 1, ""ر"": 1, ""ب"": 1, ""ی"": 1}"
غریبه,غریبه,5,"{""غ"": 1, ""ر"": 1, ""ی"": 1, ""ب"": 1, ""ه"": 1}"
پیغمبر,پیغمبر,6,"{""پ"": 1, ""ی"": 1, ""غ"": 1, ""م"": 1, ""ب"": 1, ""ر"": 1}"
بستان,بستان,5,"{""ب"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""ن"": 1}"
دبستان,دبستان,6,"{""د"": 1, ""ب"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""ن"": 1}"
فلج,فلج,3,"{""ف"": 1, ""ل"": 1, ""ج"": 1}"
لیگ,لیگ,3,"{""ل"": 1, ""ی"": 1, ""گ"": 1}"
فجیع,فجیع,4,"{""ف"": 1, ""ج"": 1, ""ی"": 1, ""ع"": 1}"
جلفا,جلفا,4,"{""ج"": 1, ""ل"": 1, ""ف"": 1, ""ا"": 1}"
سنجاب,سنجاب,5,"{""س"": 1, ""ن"": 1, ""ج"": 1, ""ا"": 1, ""ب"": 1}"
سنجاق,سنجاق,5,"{""س"": 1, ""ن"": 1, ""ج"": 1, ""ا"": 1, ""ق"": 1}"
شفاهی,شفاهی,5,"{""ش"": 1, ""ف"": 1, ""ا"": 1, ""ه"": 1, ""ی"": 1}"
دهیار,دهیار,5,"{""د"": 1, ""ه"": 1, ""ی"": 1, ""ا"": 1, ""ر"": 1}"
حلقوم,حلقوم,5,"{""ح"": 1, ""ل"": 1, ""ق"": 1, ""و"": 1, ""م"": 1}"
ارباب,ارباب,5,"{""ا"": 2, ""ر"": 1, ""ب"": 2}"
معرکه,معرکه,5,"{""م"": 1, ""ع"": 1, ""ر"": 1, ""ک"": 1, ""ه"": 1}"
سوژه,سوژه,4,"{""س"": 1, ""و"": 1, ""ژ"": 1, ""ه"": 1}"
خطرناک,خطرناک,6,"{""خ"": 1, ""ط"": 1, ""ر"": 1, ""ن"": 1, ""ا"": 1, ""ک"": 1}"
ارزنده,ارزنده,6,"{""ا"": 1, ""ر"": 1, ""ز"": 1, ""ن"": 1, ""د"": 1, ""ه"": 1}"
ظلم,ظلم,3,"{""ظ"": 1, ""ل"": 1, ""م"": 1}"
ظالم,ظالم,4,"{""ظ"": 1, ""ا"": 1, ""ل"": 1, ""م"": 1}"
ظلمت,ظلمت,4,"{""ظ"": 1, ""ل"": 1, ""م"": 1, ""ت"": 1}"
ذلال,ذلال,4,"{""ذ"": 1, ""ل"": 2, ""ا"": 1}"
ظلمات,ظلمات,5,"{""ظ"": 1, ""ل"": 1, ""م"": 1, ""ا"": 1, ""ت"": 1}"
مصرف,مصرف,4,"{""م"": 1, ""ص"": 1, ""ر"": 1, ""ف"": 1}"
صدور,صدور,4,"{""ص"": 1, ""د"": 1, ""و"": 1, ""ر"": 1}"
غارتگر,غارتگر,6,"{""غ"": 1, ""ا"": 1, ""ر"": 2, ""ت"": 1, ""گ"": 1}"
ترن,ترن,3,"{""ت"": 1, ""ر"": 1, ""ن"": 1}"
متهم,متهم,4,"{""م"": 2, ""ت"": 1, ""ه"": 1}"
مهمان,مهمان,5,"{""م"": 2, ""ه"": 1, ""ا"": 1, ""ن"": 1}"
کثیف,کثیف,4,"{""ک"": 1, ""ث"": 1, ""ی"": 1, ""ف"": 1}"
عذر,عذر,3,"{""ع"": 1, ""ذ"": 1, ""ر"": 1}"
عذاب,عذاب,4,"{""ع"": 1, ""ذ"": 1, ""ا"": 1, ""ب"": 1}"
رخصت,رخصت,4,"{""ر"": 1, ""خ"": 1, ""ص"": 1, ""ت"": 1}"
اشتها,اشتها,5,"{""ا"": 2, ""ش"": 1, ""ت"": 1, ""ه"": 1}"
کاراته,کاراته,6,"{""ک"": 1, ""ا"": 2, ""ر"": 1, ""ت"": 1, ""ه"": 1}"
شاهکار,شاهکار,6,"{""ش"": 1, ""ا"": 2, ""ه"": 1, ""ک"": 1, ""ر"": 1}"
سپید,سپید,4,"{""س"": 1, ""پ"": 1, ""ی"": 1, ""د"": 1}"
بدجنس,بدجنس,5,"{""ب"": 1, ""د"": 1, ""ج"": 1, ""ن"": 1, ""س"": 1}"
مکمل,مکمل,4,"{""م"": 2, ""ک"": 1, ""ل"": 1}"
محموله,محموله,6,"{""م"": 2, ""ح"": 1, ""و"": 1, ""ل"": 1, ""ه"": 1}"
خضر,خضر,3,"{""خ"": 1, ""ض"": 1, ""ر"": 1}"
مری,مری,3,"{""م"": 1, ""ر"": 1, ""ی"": 1}"
ضخیم,ضخیم,4,"{""ض"": 1, ""خ"": 1, ""ی"": 1, ""م"": 1}"
آنزیم,انزیم,5,"{""ا"": 1, ""ن"": 1, ""ز"": 1, ""ی"": 1, ""م"": 1}"
مافیا,مافیا,5,"{""م"": 1, ""ا"": 2, ""ف"": 1, ""ی"": 1}"
زایمان,زایمان,6,"{""ز"": 1, ""ا"": 2, ""ی"": 1, ""م"": 1, ""ن"": 1}"
نیم,نیم,3,"{""ن"": 1, ""ی"": 1, ""م"": 1}"
شیمی,شیمی,4,"{""ش"": 1, ""ی"": 2, ""م"": 1}"
یشمی,یشمی,4,"{""ی"": 2, ""ش"": 1, ""م"": 1}"
شیرینی,شیرینی,6,"{""ش"": 1, ""ی"": 3, ""ر"": 1, ""ن"": 1}"
قرار,قرار,4,"{""ق"": 1, ""ر"": 2, ""ا"": 1}"
نورس,نورس,4,"{""ن"": 1, ""و"": 1, ""ر"": 1, ""س"": 1}"
دودکش,دودکش,5,"{""د"": 2, ""و"": 1, ""ک"": 1, ""ش"": 1}"
زودرس,زودرس,5,"{""ز"": 1, ""و"": 1, ""د"": 1, ""ر"": 1, ""س"": 1}"
زادستور,زادستور,7,"{""ز"": 1, ""ا"": 1, ""د"": 1, ""س"": 1, ""ت"": 1, ""و"": 1, ""ر"": 1}"
کارواش,کارواش,6,"{""ک"": 1, ""ا"": 2, ""ر"": 1, ""و"": 1, ""ش"": 1}"
کتلت,کتلت,4,"{""ک"": 1, ""ت"": 2, ""ل"": 1}"
صدقه,صدقه,4,"{""ص"": 1, ""د"": 1, ""ق"": 1, ""ه"": 1}"
قدیم,قدیم,4,"{""ق"": 1, ""د"": 1, ""ی"": 1, ""م"": 1}"
مصدق,مصدق,4,"{""م"": 1, ""ص"": 1, ""د"": 1, ""ق"": 1}"
صدیقه,صدیقه,5,"{""ص"": 1, ""د"": 1, ""ی"": 1, ""ق"": 1, ""ه"": 1}"
مقدمه,مقدمه,5,"{""م"": 2, ""ق"": 1, ""د"": 1, ""ه"": 1}"
قصیده,قصیده,5,"{""ق"": 1, ""ص"": 1, ""ی"": 1, ""د"": 1, ""ه"": 1}"
نقاد,نقاد,4,"{""ن"": 1, ""ق"": 1, ""ا"": 1, ""د"": 1}"
قاشق,قاشق,4,"{""ق"": 2, ""ا"": 1, ""ش"": 1}"
قنداق,قنداق,5,"{""ق"": 2, ""ن"": 1, ""د"": 1, ""ا"": 1}"
ظهور,ظهور,4,"{""ظ"": 1, ""ه"": 1, ""و"": 1, ""ر"": 1}"
طایفه,طایفه,5,"{""ط"": 1, ""ا"": 1, ""ی"": 1, ""ف"": 1, ""ه"": 1}"
لطیفه,لطیفه,5,"{""ل"": 1, ""ط"": 1, ""ی"": 1, ""ف"": 1, ""ه"": 1}"
حصیر,حصیر,4,"{""ح"": 1, ""ص"": 1, ""ی"": 1, ""ر"": 1}"
سحری,سحری,4,"{""س"": 1, ""ح"": 1, ""ر"": 1, ""ی"": 1}"
اشکنه,اشکنه,5,"{""ا"": 1, ""ش"": 1, ""ک"": 1, ""ن"": 1, ""ه"": 1}"
کاشانه,کاشانه,6,"{""ک"": 1, ""ا"": 2, ""ش"": 1, ""ن"": 1, ""ه"": 1}"
کاناپه,کاناپه,6,"{""ک"": 1, ""ا"": 2, ""ن"": 1, ""پ"": 1, ""ه"": 1}"
متانول,متانول,6,"{""م"": 1, ""ت"": 1, ""ا"": 1, ""ن"": 1, ""و"": 1, ""ل"": 1}"
همکلاس,همکلاس,6,"{""ه"": 1, ""م"": 1, ""ک"": 1, ""ل"": 1, ""ا"": 1, ""س"": 1}"
میکاپ,میکاپ,5,"{""م"": 1, ""ی"": 1, ""ک"": 1, ""ا"": 1, ""پ"": 1}"
مکانیک,مکانیک,6,"{""م"": 1, ""ک"": 2, ""ا"": 1, ""ن"": 1, ""ی"": 1}"
کمپانی,کمپانی,6,"{""ک"": 1, ""م"": 1, ""پ"": 1, ""ا"": 1, ""ن"": 1, ""ی"": 1}"
تقارن,تقارن,5,"{""ت"": 1, ""ق"": 1, ""ا"": 1, ""ر"": 1, ""ن"": 1}"
قوز,قوز,3,"{""ق"": 1, ""و"": 1, ""ز"": 1}"
زورق,زورق,4,"{""ز"": 1, ""و"": 1, ""ر"": 1, ""ق"": 1}"
ملکوت,ملکوت,5,"{""م"": 1, ""ل"": 1, ""ک"": 1, ""و"": 1, ""ت"": 1}"
منجی,منجی,4,"{""م"": 1, ""ن"": 1, ""ج"": 1, ""ی"": 1}"
اتمسفر,اتمسفر,6,"{""ا"": 1, ""ت"": 1, ""م"": 1, ""س"": 1, ""ف"": 1, ""ر"": 1}"
مسطح,مسطح,4,"{""م"": 1, ""س"": 1, ""ط"": 1, ""ح"": 1}"
محاسن,محاسن,5,"{""م"": 1, ""ح"": 1, ""ا"": 1, ""س"": 1, ""ن"": 1}"
شامگاه,شامگاه,6,"{""ش"": 1, ""ا"": 2, ""م"": 1, ""گ"": 1, ""ه"": 1}"
حمید,حمید,4,"{""ح"": 1, ""م"": 1, ""ی"": 1, ""د"": 1}"
حدیث,حدیث,4,"{""ح"": 1, ""د"": 1, ""ی"": 1, ""ث"": 1}"
حادثه,حادثه,5,"{""ح"": 1, ""ا"": 1, ""د"": 1, ""ث"": 1, ""ه"": 1}"
محدثه,محدثه,5,"{""م"": 1, ""ح"": 1, ""د"": 1, ""ث"": 1, ""ه"": 1}"
مداحی,مداحی,5,"{""م"": 1, ""د"": 1, ""ا"": 1, ""ح"": 1, ""ی"": 1}"
مرتد,مرتد,4,"{""م"": 1, ""ر"": 1, ""ت"": 1, ""د"": 1}"
اتراق,اتراق,5,"{""ا"": 2, ""ت"": 1, ""ر"": 1, ""ق"": 1}"
اقتدار,اقتدار,6,"{""ا"": 2, ""ق"": 1, ""ت"": 1, ""د"": 1, ""ر"": 1}"
مظلوم,مظلوم,5,"{""م"": 2, ""ظ"": 1, ""ل"": 1, ""و"": 1}"
شهریار,شهریار,6,"{""ش"": 1, ""ه"": 1, ""ر"": 2, ""ی"": 1, ""ا"": 1}"
تعبیر,تعبیر,5,"{""ت"": 1, ""ع"": 1, ""ب"": 1, ""ی"": 1, ""ر"": 1}"
بلوز,بلوز,4,"{""ب"": 1, ""ل"": 1, ""و"": 1, ""ز"": 1}"
جغد,جغد,3,"{""ج"": 1, ""غ"": 1, ""د"": 1}"
حیدر,حیدر,4,"{""ح"": 1, ""ی"": 1, ""د"": 1, ""ر"": 1}"
کافور,کافور,5,"{""ک"": 1, ""ا"": 1, ""ف"": 1, ""و"": 1, ""ر"": 1}"
سقفحل,سقفحل,5,"{""س"": 1, ""ق"": 1, ""ف"": 1, ""ح"": 1, ""ل"": 1}"
دماوند,دماوند,6,"{""د"": 2, ""م"": 1, ""ا"": 1, ""و"": 1, ""ن"": 1}"
کبیر,کبیر,4,"{""ک"": 1, ""ب"": 1, ""ی"": 1, ""ر"": 1}"
وزغ,وزغ,3,"{""و"": 1, ""ز"": 1, ""غ"": 1}"
لعنت,لعنت,4,"{""ل"": 1, ""ع"": 1, ""ن"": 1, ""ت"": 1}"
شطرنج,شطرنج,5,"{""ش"": 1, ""ط"": 1, ""ر"": 1, ""ن"": 1, ""ج"": 1}"
هنجارحل,هنجارحل,7,"{""ه"": 1, ""ن"": 1, ""ج"": 1, ""ا"": 1, ""ر"": 1, ""ح"": 1, ""ل"": 1}"
کاست,کاست,4,"{""ک"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1}"
بکسل,بکسل,4,"{""ب"": 1, ""ک"": 1, ""س"": 1, ""ل"": 1}"
ژیان,ژیان,4,"{""ژ"": 1, ""ی"": 1, ""ا"": 1, ""ن"": 1}"
خمین,خمین,4,"{""خ"": 1, ""م"": 1, ""ی"": 1, ""ن"": 1}"
تاید,تاید,4,"{""ت"": 1, ""ا"": 1, ""ی"": 1, ""د"": 1}"
نصیحت,نصیحت,5,"{""ن"": 1, ""ص"": 1, ""ی"": 1, ""ح"": 1, ""ت"": 1}"
آریا,اریا,4,"{""ا"": 2, ""ر"": 1, ""ی"": 1}"
یادگار,یادگار,6,"{""ی"": 1, ""ا"": 2, ""د"": 1, ""گ"": 1, ""ر"": 1}"
باد,باد,3,"{""ب"": 1, ""ا"": 1, ""د"": 1}"
بادکنک,بادکنک,6,"{""ب"": 1, ""ا"": 1, ""د"": 1, ""ک"": 2, ""ن"": 1}"
محشر,محشر,4,"{""م"": 1, ""ح"": 1, ""ش"": 1, ""ر"": 1}"
رحیم,رحیم,4,"{""ر"": 1, ""ح"": 1, ""ی"": 1, ""م"": 1}"
شرعی,شرعی,4,"{""ش"": 1, ""ر"": 1, ""ع"": 1, ""ی"": 1}"
گیس,گیس,3,"{""گ"": 1, ""ی"": 1, ""س"": 1}"
الکل,الکل,4,"{""ا"": 1, ""ل"": 2, ""ک"": 1}"
پرویز,پرویز,5,"{""پ"": 1, ""ر"": 1, ""و"": 1, ""ی"": 1, ""ز"": 1}"
پیروزی,پیروزی,6,"{""پ"": 1, ""ی"": 2, ""ر"": 1, ""و"": 1, ""ز"": 1}"
معرفی,معرفی,5,"{""م"": 1, ""ع"": 1, ""ر"": 1, ""ف"": 1, ""ی"": 1}"
تارت,تارت,4,"{""ت"": 2, ""ا"": 1, ""ر"": 1}"
تجارت,تجارت,5,"{""ت"": 2, ""ج"": 1, ""ا"": 1, ""ر"": 1}"
سبم,سبم,3,"{""س"": 1, ""ب"": 1, ""م"": 1}"
عکاسی,عکاسی,5,"{""ع"": 1, ""ک"": 1, ""ا"": 1, ""س"": 1, ""ی"": 1}"
کاسنی,کاسنی,5,"{""ک"": 1, ""ا"": 1, ""س"": 1, ""ن"": 1, ""ی"": 1}"
حجله,حجله,4,"{""ح"": 1, ""ج"": 1, ""ل"": 1, ""ه"": 1}"
بادام,بادام,5,"{""ب"": 1, ""ا"": 2, ""د"": 1, ""م"": 1}"
بامداد,بامداد,6,"{""ب"": 1, ""ا"": 2, ""م"": 1, ""د"": 2}"
پرخاش,پرخاش,5,"{""پ"": 1, ""ر"": 1, ""خ"": 1, ""ا"": 1, ""ش"": 1}"
شاهرخ,شاهرخ,5,"{""ش"": 1, ""ا"": 1, ""ه"": 1, ""ر"": 1, ""خ"": 1}"
مال,مال,3,"{""م"": 1, ""ا"": 1, ""ل"": 1}"
حنجره,حنجره,5,"{""ح"": 1, ""ن"": 1, ""ج"": 1, ""ر"": 1, ""ه"": 1}"
پشم,پشم,3,"{""پ"": 1, ""ش"": 1, ""م"": 1}"
مشتق,مشتق,4,"{""م"": 1, ""ش"": 1, ""ت"": 1, ""ق"": 1}"
قنوت,قنوت,4,"{""ق"": 1, ""ن"": 1, ""و"": 1, ""ت"": 1}"
چاشنی,چاشنی,5,"{""چ"": 1, ""ا"": 1, ""ش"": 1, ""ن"": 1, ""ی"": 1}"
شکارچی,شکارچی,6,"{""ش"": 1, ""ک"": 1, ""ا"": 1, ""ر"": 1, ""چ"": 1, ""ی"": 1}"
علوفه,علوفه,5,"{""ع"": 1, ""ل"": 1, ""و"": 1, ""ف"": 1, ""ه"": 1}"
زحمت,زحمت,4,"{""ز"": 1, ""ح"": 1, ""م"": 1, ""ت"": 1}"
سیبری,سیبری,5,"{""س"": 1, ""ی"": 2, ""ب"": 1, ""ر"": 1}"
سیرابی,سیرابی,6,"{""س"": 1, ""ی"": 2, ""ر"": 1, ""ا"": 1, ""ب"": 1}"
جبهه,جبهه,4,"{""ج"": 1, ""ب"": 1, ""ه"": 2}"
منور,منور,4,"{""م"": 1, ""ن"": 1, ""و"": 1, ""ر"": 1}"
منشور,منشور,5,"{""م"": 1, ""ن"": 1, ""ش"": 1, ""و"": 1, ""ر"": 1}"
قلمه,قلمه,4,"{""ق"": 1, ""ل"": 1, ""م"": 1, ""ه"": 1}"
شرجی,شرجی,4,"{""ش"": 1, ""ر"": 1, ""ج"": 1, ""ی"": 1}"
دفع,دفع,3,"{""د"": 1, ""ف"": 1, ""ع"": 1}"
پشتی,پشتی,4,"{""پ"": 1, ""ش"": 1, ""ت"": 1, ""ی"": 1}"
پیشگو,پیشگو,5,"{""پ"": 1, ""ی"": 1, ""ش"": 1, ""گ"": 1, ""و"": 1}"
طواف,طواف,4,"{""ط"": 1, ""و"": 1, ""ا"": 1, ""ف"": 1}"
قاصدک,قاصدک,5,"{""ق"": 1, ""ا"": 1, ""ص"": 1, ""د"": 1, ""ک"": 1}"
رضوان,رضوان,5,"{""ر"": 1, ""ض"": 1, ""و"": 1, ""ا"": 1, ""ن"": 1}"
تماشا,تماشا,5,"{""ت"": 1, ""م"": 1, ""ا"": 2, ""ش"": 1}"
شجاعت,شجاعت,5,"{""ش"": 1, ""ج"": 1, ""ا"": 1, ""ع"": 1, ""ت"": 1}"
اجتماع,اجتماع,6,"{""ا"": 2, ""ج"": 1, ""ت"": 1, ""م"": 1, ""ع"": 1}"
مصالح,مصالح,5,"{""م"": 1, ""ص"": 1, ""ا"": 1, ""ل"": 1, ""ح"": 1}"
گردنه,گردنه,5,"{""گ"": 1, ""ر"": 1, ""د"": 1, ""ن"": 1, ""ه"": 1}"
هندعدل,هندعدل,6,"{""ه"": 1, ""ن"": 1, ""د"": 2, ""ع"": 1, ""ل"": 1}"
بوت,بوت,3,"{""ب"": 1, ""و"": 1, ""ت"": 1}"
تجویز,تجویز,5,"{""ت"": 1, ""ج"": 1, ""و"": 1, ""ی"": 1, ""ز"": 1}"
دلچسب,دلچسب,5,"{""د"": 1, ""ل"": 1, ""چ"": 1, ""س"": 1, ""ب"": 1}"
لوت,لوت,3,"{""ل"": 1, ""و"": 1, ""ت"": 1}"
تولد,تولد,4,"{""ت"": 1, ""و"": 1, ""ل"": 1, ""د"": 1}"
دولت,دولت,4,"{""د"": 1, ""و"": 1, ""ل"": 1, ""ت"": 1}"
تولید,تولید,5,"{""ت"": 1, ""و"": 1, ""ل"": 1, ""ی"": 1, ""د"": 1}"
میزبان,میزبان,6,"{""م"": 1, ""ی"": 1, ""ز"": 1, ""ب"": 1, ""ا"": 1, ""ن"": 1}"
عماد,عماد,4,"{""ع"": 1, ""م"": 1, ""ا"": 1, ""د"": 1}"
اخرتحل,اخرتحل,6,"{""ا"": 1, ""خ"": 1, ""ر"": 1, ""ت"": 1, ""ح"": 1, ""ل"": 1}"
تایپ,تایپ,4,"{""ت"": 1, ""ا"": 1, ""ی"": 1, ""پ"": 1}"
چیتا,چیتا,4,"{""چ"": 1, ""ی"": 1, ""ت"": 1, ""ا"": 1}"
جنایت,جنایت,5,"{""ج"": 1, ""ن"": 1, ""ا"": 1, ""ی"": 1, ""ت"": 1}"
دجله,دجله,4,"{""د"": 1, ""ج"": 1, ""ل"": 1, ""ه"": 1}"
قلاده,قلاده,5,"{""ق"": 1, ""ل"": 1, ""ا"": 1, ""د"": 1, ""ه"": 1}"
ندامت,ندامت,5,"{""ن"": 1, ""د"": 1, ""ا"": 1, ""م"": 1, ""ت"": 1}"
سوکت,سوکت,4,"{""س"": 1, ""و"": 1, ""ک"": 1, ""ت"": 1}"
لغزش,لغزش,4,"{""ل"": 1, ""غ"": 1, ""ز"": 1, ""ش"": 1}"
سریال,سریال,5,"{""س"": 1, ""ر"": 1, ""ی"": 1, ""ا"": 1, ""ل"": 1}"
خوشگل,خوشگل,5,"{""خ"": 1, ""و"": 1, ""ش"": 1, ""گ"": 1, ""ل"": 1}"
شخص,شخص,3,"{""ش"": 1, ""خ"": 1, ""ص"": 1}"
تشخیص,تشخیص,5,"{""ت"": 1, ""ش"": 1, ""خ"": 1, ""ی"": 1, ""ص"": 1}"
شخصیت,شخصیت,5,"{""ش"": 1, ""خ"": 1, ""ص"": 1, ""ی"": 1, ""ت"": 1}"
اسکان,اسکان,5,"{""ا"": 2, ""س"": 1, ""ک"": 1, ""ن"": 1}"
کاموا,کاموا,5,"{""ک"": 1, ""ا"": 2, ""م"": 1, ""و"": 1}"
غواص,غواص,4,"{""غ"": 1, ""و"": 1, ""ا"": 1, ""ص"": 1}"
قندیل,قندیل,5,"{""ق"": 1, ""ن"": 1, ""د"": 1, ""ی"": 1, ""ل"": 1}"
دینی,دینی,4,"{""د"": 1, ""ی"": 2, ""ن"": 1}"
بازده,بازده,5,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""د"": 1, ""ه"": 1}"
بازنده,بازنده,6,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""ن"": 1, ""د"": 1, ""ه"": 1}"
غافل,غافل,4,"{""غ"": 1, ""ا"": 1, ""ف"": 1, ""ل"": 1}"
غلاف,غلاف,4,"{""غ"": 1, ""ل"": 1, ""ا"": 1, ""ف"": 1}"
سرم,سرم,3,"{""س"": 1, ""ر"": 1, ""م"": 1}"
شلنگ,شلنگ,4,"{""ش"": 1, ""ل"": 1, ""ن"": 1, ""گ"": 1}"
خسوف,خسوف,4,"{""خ"": 1, ""س"": 1, ""و"": 1, ""ف"": 1}"
سیفون,سیفون,5,"{""س"": 1, ""ی"": 1, ""ف"": 1, ""و"": 1, ""ن"": 1}"
مقصر,مقصر,4,"{""م"": 1, ""ق"": 1, ""ص"": 1, ""ر"": 1}"
پگاه,پگاه,4,"{""پ"": 1, ""گ"": 1, ""ا"": 1, ""ه"": 1}"
پرتگاه,پرتگاه,6,"{""پ"": 1, ""ر"": 1, ""ت"": 1, ""گ"": 1, ""ا"": 1, ""ه"": 1}"
سام,سام,3,"{""س"": 1, ""ا"": 1, ""م"": 1}"
پیازچه,پیازچه,6,"{""پ"": 1, ""ی"": 1, ""ا"": 1, ""ز"": 1, ""چ"": 1, ""ه"": 1}"
آخرین,اخرین,5,"{""ا"": 1, ""خ"": 1, ""ر"": 1, ""ی"": 1, ""ن"": 1}"
سابز,سابز,4,"{""س"": 1, ""ا"": 1, ""ب"": 1, ""ز"": 1}"
ماسهحل,ماسهحل,6,"{""م"": 1, ""ا"": 1, ""س"": 1, ""ه"": 1, ""ح"": 1, ""ل"": 1}"
فرهنگحل,فرهنگحل,7,"{""ف"": 1, ""ر"": 1, ""ه"": 1, ""ن"": 1, ""گ"": 1, ""ح"": 1, ""ل"": 1}"
ببم,ببم,3,"{""ب"": 2, ""م"": 1}"
بیمارحل,بیمارحل,7,"{""ب"": 1, ""ی"": 1, ""م"": 1, ""ا"": 1, ""ر"": 1, ""ح"": 1, ""ل"": 1}"
مسکوحل,مسکوحل,6,"{""م"": 1, ""س"": 1, ""ک"": 1, ""و"": 1, ""ح"": 1, ""ل"": 1}"
شرابیحل,شرابیحل,7,"{""ش"": 1, ""ر"": 1, ""ا"": 1, ""ب"": 1, ""ی"": 1, ""ح"": 1, ""ل"": 1}"
دیدتیغ,دیدتیغ,6,"{""د"": 2, ""ی"": 2, ""ت"": 1, ""غ"": 1}"
تردیدحل,تردیدحل,7,"{""ت"": 1, ""ر"": 1, ""د"": 2, ""ی"": 1, ""ح"": 1, ""ل"": 1}"
جنازه,جنازه,5,"{""ج"": 1, ""ن"": 1, ""ا"": 1, ""ز"": 1, ""ه"": 1}"
زنجان,زنجان,5,"{""ز"": 1, ""ن"": 2, ""ج"": 1, ""ا"": 1}"
پرتابحل,پرتابحل,7,"{""پ"": 1, ""ر"": 1, ""ت"": 1, ""ا"": 1, ""ب"": 1, ""ح"": 1, ""ل"": 1}"
شیوع,شیوع,4,"{""ش"": 1, ""ی"": 1, ""و"": 1, ""ع"": 1}"
حجامت,حجامت,5,"{""ح"": 1, ""ج"": 1, ""ا"": 1, ""م"": 1, ""ت"": 1}"
جیپ,جیپ,3,"{""ج"": 1, ""ی"": 1, ""پ"": 1}"
مجریحل,مجریحل,6,"{""م"": 1, ""ج"": 1, ""ر"": 1, ""ی"": 1, ""ح"": 1, ""ل"": 1}"
جعفر,جعفر,4,"{""ج"": 1, ""ع"": 1, ""ف"": 1, ""ر"": 1}"
موفق,موفق,4,"{""م"": 1, ""و"": 1, ""ف"": 1, ""ق"": 1}"
موافق,موافق,5,"{""م"": 1, ""و"": 1, ""ا"": 1, ""ف"": 1, ""ق"": 1}"
مینو,مینو,4,"{""م"": 1, ""ی"": 1, ""ن"": 1, ""و"": 1}"
ویتامین,ویتامین,7,"{""و"": 1, ""ی"": 2, ""ت"": 1, ""ا"": 1, ""م"": 1, ""ن"": 1}"
قیرجیر,قیرجیر,6,"{""ق"": 1, ""ی"": 2, ""ر"": 2, ""ج"": 1}"
قجری,قجری,4,"{""ق"": 1, ""ج"": 1, ""ر"": 1, ""ی"": 1}"
لجباز,لجباز,5,"{""ل"": 1, ""ج"": 1, ""ب"": 1, ""ا"": 1, ""ز"": 1}"
استادمیرزا,استادمیرزا,10,"{""ا"": 3, ""س"": 1, ""ت"": 1, ""د"": 1, ""م"": 1, ""ی"": 1, ""ر"": 1, ""ز"": 1}"
محیط,محیط,4,"{""م"": 1, ""ح"": 1, ""ی"": 1, ""ط"": 1}"
آبمیوه,ابمیوه,6,"{""ا"": 1, ""ب"": 1, ""م"": 1, ""ی"": 1, ""و"": 1, ""ه"": 1}"
بقچه,بقچه,4,"{""ب"": 1, ""ق"": 1, ""چ"": 1, ""ه"": 1}"
نزاع,نزاع,4,"{""ن"": 1, ""ز"": 1, ""ا"": 1, ""ع"": 1}"
تجربی,تجربی,5,"{""ت"": 1, ""ج"": 1, ""ر"": 1, ""ب"": 1, ""ی"": 1}"
مغازه,مغازه,5,"{""م"": 1, ""غ"": 1, ""ا"": 1, ""ز"": 1, ""ه"": 1}"
کاظم,کاظم,4,"{""ک"": 1, ""ا"": 1, ""ظ"": 1, ""م"": 1}"
مواظب,مواظب,5,"{""م"": 1, ""و"": 1, ""ا"": 1, ""ظ"": 1, ""ب"": 1}"
بازیگر,بازیگر,6,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""ی"": 1, ""گ"": 1, ""ر"": 1}"
نفرین,نفرین,5,"{""ن"": 2, ""ف"": 1, ""ر"": 1, ""ی"": 1}"
تعجب,تعجب,4,"{""ت"": 1, ""ع"": 1, ""ج"": 1, ""ب"": 1}"
